p_code,mmi_max,total_population,index_cnt_vdc,index_rate_vdc,index_den_vdc
E-SAG-16-003,6.24,12926,6.1,7.1,8.3
E-SAG-16-004,6.26,5127,6.1,7.6,8.8
E-SAG-16-005,6.31,5685,6.1,7.6,8.7
E-SAG-16-006,6.15,4433,6,7.6,8.4
E-SAG-16-007,6.69,16482,6.4,7.3,7.9
E-SAG-16-008,6.35,3701,6.2,7.8,8.8
E-SAG-16-009,6.29,5129,6.1,7.6,8.6
E-SAG-16-010,6.1,6361,6,7.4,8.2
E-SAG-16-011,6.51,6240,6.3,7.7,8.6
E-SAG-16-012,6.25,4014,6.1,7.7,8.8
E-SAG-16-013,6.26,5077,6.1,7.6,8.5
E-SAG-16-014,6.13,5739,6,7.5,8.4
E-SAG-16-015,6.13,4157,6,7.7,8.4
E-SAG-16-016,6.17,4495,6.1,7.6,8.3
E-SAG-16-017,6.22,5497,6.1,7.6,8.5
E-SAG-16-018,6.16,3796,6,7.7,8.6
E-SAG-16-019,6.65,1757,6.4,8.4,9.4
E-SAG-16-020,6.35,5208,6.2,7.7,7.3
E-SAG-16-021,6.63,5020,6.3,7.8,8.6
E-SAG-16-022,6.05,11554,6,7.1,8.2
E-SAG-16-023,6.17,3470,6.1,7.8,8.6
E-SAG-16-024,6.35,7211,6.2,7.5,8.4
E-SAG-16-025,6.23,5628,6.1,7.6,8.3
E-SAG-16-026,6.32,5932,6.1,7.6,8.1
E-SAG-16-027,6.57,2711,6.3,8.1,9.1
E-SAG-16-028,6.66,3640,6.4,8,8.9
E-SAG-16-029,6.29,3981,6.1,7.8,8.6
E-SAG-16-030,6.08,11262,6,7.1,7.9
E-SAG-16-031,6.08,4881,6,7.5,7.7
E-SAG-16-032,6.49,3852,6.3,7.9,8.7
E-SAG-16-033,6.25,4374,6.1,7.7,8.5
E-SAG-16-034,6.33,10170,6.2,7.3,7.8
E-SAG-16-035,6.28,10302,6.1,7.3,8
E-SAG-16-036,6.17,4788,6.1,7.6,8.7
E-SAG-16-037,6.32,3029,6.1,7.9,8.7
E-SAG-16-038,6.66,3689,6.4,8,8.9
E-SAG-16-039,6.05,7289,6,7.3,8.1
E-SAG-16-040,6.15,5594,6,7.5,7.6
E-SAG-16-041,6.37,4325,6.2,7.8,8.5
E-SAG-16-042,6.4,6544,6.2,7.6,8.5
E-SAG-16-043,6.14,4401,6,7.6,8.8
E-SAG-16-044,6.28,3055,6.1,7.9,8.5
E-SAG-16-045,6.18,11324,6.1,7.2,8.1
E-SAG-16-046,6.12,4131,6,7.6,8.7
E-SAG-16-047,6.59,4104,6.3,7.9,8.8
E-SAG-16-048,6.33,4261,6.2,7.8,8.5
E-SAG-16-049,6.2,5660,6.1,7.5,8
E-SAG-16-050,6.29,4411,6.1,7.7,8.6
E-SAG-16-051,6.29,4996,6.1,7.7,8.5
E-SAG-16-052,6.29,3574,6.1,7.8,8.6
E-SAG-16-053,6.24,6480,6.1,7.5,8.4
E-SAG-16-054,6.5,9584,6.3,7.4,8.4
E-SAG-16-055,6.67,3329,6.4,8.1,8.6
E-SAG-16-056,6.66,7467,6.4,7.7,8.2
E-SAG-16-057,6.26,4981,6.1,7.6,8.4
E-SAG-16-058,6.37,3452,6.2,7.9,9
E-SAG-16-059,6.34,4277,6.2,7.8,8.6
E-SAG-16-060,6.27,3770,6.1,7.8,8.8
E-SAG-16-061,6.36,5729,6.2,7.6,8.6
E-SAG-16-062,6.34,3765,6.2,7.8,8.9
E-SAG-16-063,6.17,33653,6.1,6.6,8
E-SAG-16-064,6.19,3910,6.1,7.7,8.4
E-SAG-16-065,6.37,4479,6.2,7.8,8.6
E-SAG-16-066,6.38,3805,6.2,7.8,8.9
E-SAG-16-067,6.25,4658,6.1,7.7,8.5
E-SAG-16-068,6.44,8950,6.2,7.4,8.7
E-SAG-16-069,6.14,3963,6,7.7,8.4
E-SAG-16-070,6.27,6365,6.1,7.5,8.5
E-SAG-16-071,6.22,4423,6.1,7.7,8.6
E-SAG-16-072,6.38,4396,6.2,7.8,8.7
E-SAG-16-073,6.55,4649,6.3,7.8,8.6
E-SAG-16-074,6.24,5794,6.1,7.5,8.5
E-SAG-16-075,6.46,2488,6.2,8.1,8.8
E-SAG-16-076,6.59,3913,6.3,8,9.1
E-SAG-16-077,6.23,3473,6.1,7.8,8.6
E-SAG-16-078,6.65,4204,6.4,7.9,8.8
E-SAG-16-079,6.25,5257,6.1,7.6,8.4
E-SAG-16-080,6.13,3503,6,7.7,7.9
E-SAG-16-081,6.16,5476,6,7.5,8.4
E-SAG-16-082,6.31,4476,6.1,7.7,8.7
E-SAG-16-083,6.24,8730,6.1,7.3,8.2
E-SAG-16-084,6.12,6073,6,7.5,8.5
E-SAG-16-085,6.2,4087,6.1,7.7,8.6
E-SAG-16-086,6.3,5968,6.1,7.6,8.7
E-SAG-16-087,6.16,3995,6,7.7,8.8
E-SAG-16-088,6.53,3949,6.3,7.9,8.7
E-SAG-16-089,6.43,5079,6.2,7.7,8.7
E-SAG-16-090,6.47,13477,6.2,7.2,8.3
E-SAG-16-091,6.57,5015,6.3,7.8,8.7
E-SAG-16-092,6.13,3247,6,7.8,8.5
E-SAG-16-093,6.37,5196,6.2,7.7,8.4
E-SAG-16-094,6.46,6180,6.2,7.6,8.7
E-SAG-16-095,6.61,3195,6.3,8.1,8.7
E-SAG-16-096,6.3,5254,6.1,7.6,8.5
E-SAG-16-097,6.46,28442,6.2,6.9,8.1
E-SAG-16-098,6.15,5673,6,7.5,8.3
E-SAG-16-099,6.44,5937,6.2,7.7,8.6
E-SAG-16-100,6.19,4769,6.1,7.6,8.4
E-SAG-16-101,6.17,4449,6.1,7.6,8.7
E-SAG-16-102,6.23,3744,6.1,7.8,9
E-SAG-16-103,6.36,2981,6.2,8,9
E-SAG-16-104,6.27,10040,6.1,7.3,8.2
E-SAG-16-105,6.28,4240,6.1,7.7,8.6
E-SAG-16-106,6.5,4430,6.3,7.8,8.8
E-SAG-16-107,6.29,4077,6.1,7.8,8.7
E-SAG-16-108,6.29,4974,6.1,7.7,8.6
F-MAH-72-001,3.5,14301,3.1,4.3,4.7
F-MAH-72-002,3.5,17570,3.1,4.2,5.2
F-MAH-72-003,3.5,19550,3.1,4.1,5.1
F-MAH-72-004,3.5,27481,3.1,3.9,4.6
F-MAH-72-005,3.5,18578,3.1,4.1,4.6
F-MAH-72-006,3.5,19703,3.1,4.1,5.2
F-MAH-72-007,3.5,24347,3.1,4,4.5
F-MAH-72-008,3.5,15401,3.1,4.2,5.2
F-MAH-72-009,3.5,36706,3.1,3.8,4.3
F-MAH-72-010,3.5,13727,3.1,4.3,5.2
F-MAH-72-011,3.5,104599,3.1,3.2,4.3
F-MAH-72-012,3.5,14427,3.1,4.3,5
F-MAH-72-013,3.5,17679,3.1,4.2,5
F-MAH-72-014,3.5,16821,3.1,4.2,4.7
F-MAH-72-015,3.5,18430,3.1,4.1,5
F-MAH-72-016,3.5,4379,3.1,4.9,5.2
F-MAH-72-017,3.5,7251,3.1,4.6,5.1
F-MAH-72-018,3.5,21387,3.1,4.1,4.9
F-MAH-72-019,3.5,21998,3.1,4,4.8
F-MAH-72-020,3.5,14168,3.1,4.3,5.4
F-MAH-72-021,3.5,0,3.1,9.2,4.2
F-MAH-73-001,3.5,3852,3.5,5.4,5.5
F-MAH-73-002,3.5,13461,3.5,4.7,4.8
F-MAH-73-003,3.5,21245,3.5,4.5,4.8
F-MAH-73-004,3.5,3388,3.5,5.4,5.1
F-MAH-73-005,3.5,4632,3.5,5.3,5.1
F-MAH-73-006,3.5,7374,3.5,5,5.1
F-MAH-73-007,3.5,2165,3.5,5.7,5.8
F-MAH-73-008,3.5,3717,3.5,5.4,5.5
F-MAH-73-009,3.5,2724,3.5,5.6,5.8
F-MAH-73-010,3.5,5879,3.5,5.2,5.4
F-MAH-73-011,3.5,3592,3.5,5.4,6
F-MAH-73-012,3.5,5070,3.5,5.2,4.8
F-MAH-73-013,3.5,21632,3.5,4.5,4.5
F-MAH-73-014,3.5,4480,3.5,5.3,5.5
F-MAH-73-015,3.5,4600,3.5,5.3,5.6
F-MAH-73-016,3.5,4618,3.5,5.3,5.8
F-MAH-73-017,3.5,3633,3.5,5.4,5.9
F-MAH-73-018,3.5,3365,3.5,5.4,5.9
F-MAH-73-019,3.5,5780,3.5,5.2,4.9
F-MAH-73-020,3.5,2446,3.5,5.6,5.5
F-MAH-73-021,3.5,13351,3.5,4.7,4.7
F-MAH-74-001,3.5,4802,1.7,3.6,4
F-MAH-74-002,3.5,2557,1.7,3.9,4.4
F-MAH-74-003,3.5,3325,1.7,3.8,4.2
F-MAH-74-004,3.5,4017,1.7,3.7,4.3
F-MAH-74-005,3.5,3462,1.7,3.8,4.2
F-MAH-74-006,3.5,4035,1.7,3.7,4.1
F-MAH-74-007,3.5,4174,1.7,3.7,4.2
F-MAH-74-008,3.5,4614,1.7,3.6,4.1
F-MAH-74-009,3.5,2764,1.7,3.9,3.8
F-MAH-74-010,3.5,16791,1.7,2.9,3.7
F-MAH-74-011,3.5,4362,1.7,3.6,4.4
F-MAH-74-012,3.5,2437,1.7,3.9,4.6
F-MAH-74-013,3.5,4132,1.7,3.7,4.1
F-MAH-74-014,3.5,4655,1.7,3.6,4.1
F-MAH-74-015,3.5,2325,1.7,4,4
F-MAH-74-016,3.5,5695,1.7,3.5,4.1
F-MAH-74-017,3.5,2350,1.7,3.9,4.4
F-MAH-74-018,3.5,3995,1.7,3.7,4.2
F-MAH-74-019,3.5,4403,1.7,3.6,3.8
F-MAH-74-020,3.5,3089,1.7,3.8,4
F-MAH-74-021,3.5,4073,1.7,3.7,4.3
F-MAH-74-022,3.5,2795,1.7,3.9,4.3
F-MAH-74-023,3.5,4462,1.7,3.6,4.3
F-MAH-74-024,3.5,3822,1.7,3.7,4.1
F-MAH-74-025,3.5,2292,1.7,4,4.6
F-MAH-74-026,3.5,1065,1.7,4.4,4.4
F-MAH-74-027,3.5,3074,1.7,3.8,4.2
F-MAH-74-028,3.5,4296,1.7,3.6,4
F-MAH-74-029,3.5,3639,1.7,3.7,4.3
F-MAH-74-030,3.5,6440,1.7,3.4,3.8
F-MAH-74-031,3.5,2970,1.7,3.8,4.2
F-MAH-74-032,3.5,5441,1.7,3.5,4.1
F-MAH-74-033,3.5,3697,1.7,3.7,4.1
F-MAH-74-034,3.5,3513,1.7,3.7,4.4
F-MAH-74-035,3.5,4080,1.7,3.7,4.4
F-MAH-74-036,3.5,4059,1.7,3.7,3.9
F-MAH-74-037,3.5,3004,1.7,3.8,4.2
F-MAH-74-038,3.5,3208,1.7,3.8,4.4
F-MAH-74-039,3.5,4654,1.7,3.6,4
F-MAH-74-040,3.5,1961,1.7,4,4.4
F-MAH-74-041,3.5,4451,1.7,3.6,4
F-MAH-74-042,3.5,2742,1.7,3.9,4.3
F-MAH-74-043,3.5,3972,1.7,3.7,4
F-MAH-74-044,3.5,5217,1.7,3.5,4.2
F-MAH-74-045,3.5,3554,1.7,3.7,4.1
F-MAH-74-046,3.5,4040,1.7,3.7,4.1
F-MAH-74-047,3.5,3712,1.7,3.7,4
F-MAH-74-048,3.5,3277,1.7,3.8,4
F-MAH-74-049,3.5,3562,1.7,3.7,4.2
F-MAH-74-050,3.5,7642,1.7,3.3,3.8
F-MAH-74-051,3.5,2310,1.7,4,4.2
F-MAH-74-052,3.5,5471,1.7,3.5,4
F-MAH-74-053,3.5,5706,1.7,3.5,3.7
F-MAH-74-054,3.5,4072,1.7,3.7,3.6
F-MAH-74-055,3.5,2503,1.7,3.9,3.9
F-MAH-74-056,3.5,4947,1.7,3.6,3.8
F-MAH-74-057,3.5,4036,1.7,3.7,3.8
F-MAH-74-058,3.5,2603,1.7,3.9,4
F-MAH-74-059,3.5,1979,1.7,4,4.5
F-MAH-74-060,3.5,3479,1.7,3.7,4.3
F-MAH-74-061,3.5,2929,1.7,3.8,4.5
F-MAH-74-062,3.5,2805,1.7,3.9,4
F-MAH-74-063,3.5,4687,1.7,3.6,4.2
F-MAH-75-001,3.5,3018,2,4.1,4.5
F-MAH-75-002,3.5,4211,2,3.9,4.4
F-MAH-75-003,3.5,1752,2,4.4,5
F-MAH-75-004,3.5,556,2,4.9,2.8
F-MAH-75-005,3.5,2822,2,4.1,4.4
F-MAH-75-006,3.5,1907,2,4.3,4.6
F-MAH-75-007,3.5,2186,2,4.2,4.7
F-MAH-75-008,3.5,3821,2,4,4.3
F-MAH-75-009,3.5,4906,2,3.8,4
F-MAH-75-010,3.5,4175,2,3.9,4.2
F-MAH-75-011,3.5,2573,2,4.2,4.6
F-MAH-75-012,3.5,4727,2,3.8,4
F-MAH-75-013,3.5,2536,2,4.2,3.8
F-MAH-75-014,3.5,1532,2,4.4,3
F-MAH-75-015,3.5,3667,2,4,4.6
F-MAH-75-016,3.5,4272,2,3.9,3.5
F-MAH-75-017,3.5,4924,2,3.8,4.2
F-MAH-75-018,3.5,2859,2,4.1,4.5
F-MAH-75-019,3.5,1672,2,4.4,4.7
F-MAH-75-020,3.5,2594,2,4.2,5
F-MAH-75-021,3.5,2740,2,4.1,4.3
F-MAH-75-022,3.5,8577,2,3.5,4.1
F-MAH-75-023,3.5,3151,2,4.1,3.3
F-MAH-75-024,3.5,4272,2,3.9,4.3
F-MAH-75-025,3.5,2977,2,4.1,4.5
F-MAH-75-026,3.5,2808,2,4.1,4.2
F-MAH-75-027,3.5,4675,2,3.8,4
F-MAH-75-028,3.5,2431,2,4.2,4.4
F-MAH-75-029,3.5,2032,2,4.3,4.8
F-MAH-75-030,3.5,2551,2,4.2,4.6
F-MAH-75-031,3.5,1187,2,4.6,3.3
F-MAH-75-032,3.5,4705,2,3.8,4.4
F-MAH-75-033,3.5,2981,2,4.1,4.4
F-MAH-75-034,3.5,2456,2,4.2,4.4
F-MAH-75-035,3.5,4348,2,3.9,4.4
F-MAH-75-036,3.5,2886,2,4.1,4.6
F-MAH-75-037,3.5,4339,2,3.9,4.1
F-MAH-75-038,3.5,3356,2,4,3.5
F-MAH-75-039,3.5,3437,2,4,3.8
F-MAH-75-040,3.5,2293,2,4.2,4.5
F-MAH-75-041,3.5,3572,2,4,4.3
F-SET-67-001,3.5,4277,2.8,4.7,4.8
F-SET-67-002,3.85,5059,3.6,5.3,5.2
F-SET-67-003,3.91,3383,3.7,5.6,5.6
F-SET-67-004,3.5,8374,2.8,4.3,5
F-SET-67-005,3.87,2723,3.6,5.6,4.1
F-SET-67-006,3.5,6431,2.8,4.5,5.2
F-SET-67-007,3.5,4042,2.8,4.7,4.4
F-SET-67-008,3.5,3712,2.8,4.8,5.3
F-SET-67-009,3.5,4438,2.8,4.7,3.9
F-SET-67-010,3.5,3456,2.8,4.8,5
F-SET-67-011,3.84,6030,3.6,5.2,4.9
F-SET-67-012,3.5,5130,2.8,4.6,5.1
F-SET-67-013,3.88,3587,3.7,5.5,5.5
F-SET-67-014,3.5,2512,2.8,5,5.1
F-SET-67-015,3.5,5358,2.8,4.6,4.5
F-SET-67-016,3.91,3230,3.7,5.6,5.9
F-SET-67-017,3.5,9586,2.8,4.3,4.5
F-SET-67-018,3.5,3200,2.8,4.8,5.2
F-SET-67-019,3.5,7134,2.8,4.4,4.2
F-SET-67-020,3.5,3224,2.8,4.8,5.1
F-SET-67-021,3.5,6872,2.8,4.4,5.3
F-SET-67-022,3.5,2688,2.8,4.9,4.7
F-SET-67-023,3.5,8807,2.8,4.3,4.3
F-SET-67-024,3.5,6751,2.8,4.4,4.8
F-SET-67-025,3.81,2914,3.5,5.5,5.1
F-SET-67-026,3.95,6171,3.8,5.4,5.5
F-SET-67-027,3.5,5065,2.8,4.6,4.5
F-SET-67-028,3.5,0,2.8,9,5.6
F-SET-68-001,3.5,4944,1,2.9,3.4
F-SET-68-002,3.5,5037,1,2.9,3.4
F-SET-68-003,3.5,4931,1,2.9,3.3
F-SET-68-004,3.5,3577,1,3.1,3.6
F-SET-68-005,3.5,4236,1,3,3.3
F-SET-68-006,3.5,6642,1,2.7,3.2
F-SET-68-007,3.5,3406,1,3.1,3.7
F-SET-68-008,3.5,6117,1,2.8,2.3
F-SET-68-009,3.5,4290,1,3,3.3
F-SET-68-010,3.5,3156,1,3.1,2.8
F-SET-68-011,3.5,5317,1,2.9,2.4
F-SET-68-012,3.5,4387,1,3,3.5
F-SET-68-013,3.5,7499,1,2.7,3.2
F-SET-68-014,3.5,2835,1,3.2,2.5
F-SET-68-015,3.5,3022,1,3.1,3.1
F-SET-68-016,3.5,3339,1,3.1,3.8
F-SET-68-017,3.5,4762,1,2.9,3.4
F-SET-68-018,3.5,1911,1,3.4,3.3
F-SET-68-019,3.5,2557,1,3.2,3.7
F-SET-68-020,3.5,2182,1,3.3,1.4
F-SET-68-021,3.5,6692,1,2.7,3
F-SET-68-022,3.5,8057,1,2.6,3.1
F-SET-68-023,3.5,3631,1,3,3.6
F-SET-68-024,3.5,3495,1,3.1,3.8
F-SET-68-025,3.5,3291,1,3.1,3.5
F-SET-68-026,3.5,1854,1,3.4,3.7
F-SET-68-027,3.5,4783,1,2.9,3.1
F-SET-68-028,3.5,2954,1,3.2,3.3
F-SET-68-029,3.5,4032,1,3,3.6
F-SET-68-030,3.5,2279,1,3.3,3.6
F-SET-68-031,3.5,2743,1,3.2,3.2
F-SET-68-032,3.5,2515,1,3.2,3.7
F-SET-68-033,3.5,3413,1,3.1,3.8
F-SET-68-034,3.5,3492,1,3.1,3.1
F-SET-68-035,3.5,4257,1,3,3.3
F-SET-68-036,3.5,2466,1,3.2,3.7
F-SET-68-037,3.5,1962,1,3.4,3.2
F-SET-68-038,3.5,4859,1,2.9,3
F-SET-68-039,3.5,6395,1,2.8,3.3
F-SET-68-040,3.5,5340,1,2.9,3.2
F-SET-68-041,3.5,2959,1,3.2,3.4
F-SET-68-042,3.5,6153,1,2.8,3.2
F-SET-68-043,3.5,4386,1,3,3.5
F-SET-68-044,3.5,2074,1,3.3,3.6
F-SET-68-045,3.5,7194,1,2.7,3.1
F-SET-68-046,3.5,3705,1,3,2.9
F-SET-68-047,3.5,5573,1,2.8,3.5
F-SET-68-048,3.5,0,1,7.3,3.9
F-SET-69-001,3.5,2813,1.9,4,4.4
F-SET-69-002,3.5,1271,1.9,4.4,4.9
F-SET-69-003,3.5,2933,1.9,4,4.6
F-SET-69-004,3.5,4452,1.9,3.8,4.6
F-SET-69-005,3.5,3716,1.9,3.9,3.8
F-SET-69-006,3.5,4199,1.9,3.8,4.2
F-SET-69-007,3.5,3948,1.9,3.8,4.3
F-SET-69-008,3.5,1091,1.9,4.5,5.1
F-SET-69-009,3.5,4382,1.9,3.8,3.9
F-SET-69-010,3.5,4653,1.9,3.8,3.9
F-SET-69-011,3.5,2779,1.9,4,4.6
F-SET-69-012,3.5,5611,1.9,3.7,4.4
F-SET-69-013,3.5,3222,1.9,3.9,4.5
F-SET-69-014,3.5,2875,1.9,4,4.3
F-SET-69-015,3.5,2877,1.9,4,4.2
F-SET-69-016,3.5,2564,1.9,4.1,4.6
F-SET-69-017,3.5,2111,1.9,4.2,4.5
F-SET-69-018,3.5,1281,1.9,4.4,4.9
F-SET-69-019,3.5,4387,1.9,3.8,4.3
F-SET-69-020,3.5,2215,1.9,4.1,4.3
F-SET-69-021,3.5,4036,1.9,3.8,4.1
F-SET-69-022,3.5,1801,1.9,4.2,4.7
F-SET-69-023,3.5,3801,1.9,3.9,4.4
F-SET-69-024,3.5,4782,1.9,3.7,4.1
F-SET-69-025,3.5,3124,1.9,4,4.5
F-SET-69-026,3.5,5656,1.9,3.6,3.8
F-SET-69-027,3.5,2457,1.9,4.1,4.5
F-SET-69-028,3.5,1599,1.9,4.3,4.9
F-SET-69-029,3.5,1847,1.9,4.2,4.8
F-SET-69-030,3.5,5355,1.9,3.7,4
F-SET-69-031,3.5,2613,1.9,4,4.8
F-SET-69-032,3.5,3304,1.9,3.9,4.3
F-SET-69-033,3.5,1780,1.9,4.2,5.1
F-SET-69-034,3.5,2891,1.9,4,4.7
F-SET-69-035,3.5,2708,1.9,4,4.8
F-SET-69-036,3.5,3490,1.9,3.9,4
F-SET-69-037,3.5,3081,1.9,4,4.6
F-SET-69-038,3.5,3423,1.9,3.9,4.3
F-SET-69-039,3.5,1695,1.9,4.3,4.4
F-SET-69-040,3.5,3934,1.9,3.8,4.1
F-SET-69-041,3.5,4281,1.9,3.8,4.3
F-SET-69-042,3.5,3169,1.9,3.9,3.7
F-SET-69-043,3.5,4654,1.9,3.8,4.3
F-SET-69-044,3.5,2575,1.9,4.1,4.8
F-SET-69-045,3.5,3855,1.9,3.8,4.3
F-SET-69-046,3.5,2630,1.9,4,4.5
F-SET-69-047,3.5,10458,1.9,3.3,4.1
F-SET-69-048,3.5,2156,1.9,4.1,4.4
F-SET-69-049,3.5,1932,1.9,4.2,4.7
F-SET-69-050,3.5,3441,1.9,3.9,4.7
F-SET-69-051,3.5,2848,1.9,4,4.1
F-SET-69-052,3.5,3780,1.9,3.9,4.3
F-SET-69-053,3.5,2005,1.9,4.2,5
F-SET-69-054,3.5,3328,1.9,3.9,4.6
F-SET-69-055,3.5,2825,1.9,4,4.6
F-SET-69-056,3.5,4994,1.9,3.7,4.2
F-SET-69-057,3.5,3148,1.9,4,4.3
F-SET-69-058,3.5,4557,1.9,3.8,3.7
F-SET-69-059,3.5,5989,1.9,3.6,3.9
F-SET-69-060,3.5,2837,1.9,4,4.4
F-SET-69-061,3.5,1539,1.9,4.3,4.8
F-SET-69-062,3.5,4560,1.9,3.8,4.1
F-SET-69-063,3.5,2800,1.9,4,4.5
F-SET-69-064,3.5,2716,1.9,4,4.4
F-SET-69-065,3.5,4168,1.9,3.8,4.7
F-SET-69-066,3.5,5032,1.9,3.7,3.6
F-SET-69-067,3.5,6655,1.9,3.6,4.2
F-SET-69-068,3.5,3614,1.9,3.9,4.3
F-SET-69-069,3.5,2673,1.9,4,4.6
F-SET-69-070,3.5,2060,1.9,4.2,4.7
F-SET-69-071,3.5,4000,1.9,3.8,4.3
F-SET-69-072,3.5,2282,1.9,4.1,4.7
F-SET-69-073,3.5,4057,1.9,3.8,4
F-SET-69-074,3.5,4078,1.9,3.8,3.6
F-SET-69-075,3.5,3735,1.9,3.9,4.3
F-SET-69-076,3.5,0,1.9,8.1,4
F-SET-70-001,3.5,4162,1.7,3.6,4.2
F-SET-70-002,3.5,4895,1.7,3.6,4.2
F-SET-70-003,3.5,5743,1.7,3.5,3.3
F-SET-70-004,3.5,3344,1.7,3.8,4.3
F-SET-70-005,3.5,4857,1.7,3.6,3.8
F-SET-70-006,3.5,2896,1.7,3.8,3.7
F-SET-70-007,3.5,3244,1.7,3.8,3.9
F-SET-70-008,3.5,4001,1.7,3.7,3.7
F-SET-70-009,3.5,2374,1.7,3.9,4.3
F-SET-70-010,3.5,6117,1.7,3.4,3.9
F-SET-70-011,3.5,3980,1.7,3.7,3.5
F-SET-70-012,3.5,1890,1.7,4.1,3.8
F-SET-70-013,3.5,23416,1.7,2.8,3.5
F-SET-70-014,3.5,3942,1.7,3.7,4
F-SET-70-015,3.5,2975,1.7,3.8,3.4
F-SET-70-016,3.5,3058,1.7,3.8,4
F-SET-70-017,3.5,3377,1.7,3.8,4.2
F-SET-70-018,3.5,2390,1.7,3.9,4.4
F-SET-70-019,3.5,2736,1.7,3.9,3.8
F-SET-70-020,3.5,4040,1.7,3.7,4
F-SET-70-021,3.5,1953,1.7,4,4.1
F-SET-70-022,3.5,3788,1.7,3.7,4.2
F-SET-70-023,3.5,2729,1.7,3.9,4.3
F-SET-70-024,3.5,5121,1.7,3.5,4.1
F-SET-70-025,3.5,2086,1.7,4,3.5
F-SET-70-026,3.5,3845,1.7,3.7,3.8
F-SET-70-027,3.5,1839,1.7,4.1,3.9
F-SET-70-028,3.5,5812,1.7,3.5,4.1
F-SET-70-029,3.5,2836,1.7,3.8,4.4
F-SET-70-030,3.5,4169,1.7,3.6,4
F-SET-70-031,3.5,4294,1.7,3.6,4
F-SET-70-032,3.5,3491,1.7,3.7,3.7
F-SET-70-033,3.5,5028,1.7,3.5,3.8
F-SET-70-034,3.5,4846,1.7,3.6,3.4
F-SET-70-035,3.5,3954,1.7,3.7,4.2
F-SET-70-036,3.5,3506,1.7,3.7,3.4
F-SET-70-037,3.5,4758,1.7,3.6,3.7
F-SET-70-038,3.5,2367,1.7,3.9,3.9
F-SET-70-039,3.5,3037,1.7,3.8,3.6
F-SET-70-040,3.5,3001,1.7,3.8,4.2
F-SET-70-041,3.5,4252,1.7,3.6,4
F-SET-70-042,3.5,2890,1.7,3.8,4.3
F-SET-70-043,3.5,2467,1.7,3.9,4.6
F-SET-70-044,3.5,3229,1.7,3.8,3.4
F-SET-70-045,3.5,2961,1.7,3.8,4
F-SET-70-046,3.5,3172,1.7,3.8,3.7
F-SET-70-047,3.5,2134,1.7,4,4
F-SET-70-048,3.5,5870,1.7,3.5,3.9
F-SET-70-049,3.5,6177,1.7,3.4,3.8
F-SET-70-050,3.5,4201,1.7,3.6,4
F-SET-70-051,3.5,3820,1.7,3.7,3.9
F-SET-70-052,3.5,0,1.7,7.9,3.4
F-SET-71-001,3.5,41461,3.7,4.3,5
F-SET-71-002,3.5,6347,3.7,5.3,5.8
F-SET-71-003,3.5,11400,3.7,5,5.6
F-SET-71-004,3.5,14917,3.7,4.8,5.7
F-SET-71-005,3.5,13899,3.7,4.9,5.8
F-SET-71-006,3.5,19891,3.7,4.7,5.2
F-SET-71-007,3.5,27586,3.7,4.5,5
F-SET-71-008,3.5,8750,3.7,5.1,5.8
F-SET-71-009,3.5,17623,3.7,4.7,5.5
F-SET-71-010,3.5,101970,3.7,3.8,5.1
F-SET-71-011,3.5,19827,3.7,4.7,5.4
F-SET-71-012,3.5,13683,3.7,4.9,5.8
F-SET-71-013,3.5,11104,3.7,5,5.3
F-SET-71-014,3.5,19329,3.7,4.7,5.7
F-SET-71-015,3.5,15572,3.7,4.8,4.8
F-SET-71-016,3.5,14129,3.7,4.9,5.3
F-SET-71-017,3.5,5905,3.7,5.3,6.1
F-SET-71-018,3.5,22560,3.7,4.6,5.6
F-SET-71-019,3.5,11985,3.7,4.9,5.2
F-SET-71-020,3.5,4563,3.7,5.4,4.7
F-SET-71-021,3.5,12856,3.7,4.9,5.9
F-SET-71-022,3.5,11247,3.7,5,5.7
F-SET-71-023,3.5,23814,3.7,4.6,5.4
F-SET-71-024,3.5,22017,3.7,4.6,5.3
F-SET-71-025,3.5,4681,3.7,5.4,4.9
F-SET-71-026,3.5,11556,3.7,5,5.9
F-SET-71-027,3.5,11207,3.7,5,5.8
F-SET-71-028,3.5,6027,3.7,5.3,5
F-SET-71-029,3.5,15055,3.7,4.8,5.2
F-SET-71-030,3.5,3404,3.7,5.6,5
F-SET-71-031,3.5,17396,3.7,4.7,5.5
F-SET-71-032,3.5,5835,3.7,5.3,6.1
F-SET-71-033,3.5,20508,3.7,4.7,5.5
F-SET-71-034,3.5,14073,3.7,4.9,5.9
F-SET-71-035,3.5,18016,3.7,4.7,4.9
F-SET-71-036,3.5,6979,3.7,5.2,5.5
F-SET-71-037,3.5,24892,3.7,4.6,5.3
F-SET-71-038,3.5,8334,3.7,5.1,4.9
F-SET-71-039,3.5,17978,3.7,4.7,5.6
F-SET-71-040,3.5,13968,3.7,4.9,4.5
F-SET-71-041,3.5,13696,3.7,4.9,5.6
F-SET-71-042,3.5,56127,3.7,4.1,5.3
F-SET-71-043,3.5,9304,3.7,5.1,5.5
F-SET-71-044,3.5,15188,3.7,4.8,5.2
M-BHE-57-001,3.5,12671,2.7,4,4.9
M-BHE-57-002,3.5,18792,2.7,3.8,4.8
M-BHE-57-003,4.86,6202,5,6.5,7.2
M-BHE-57-004,3.5,6830,2.7,4.3,5.4
